LocationID,taxiName,mapName,Borough,xID,longitude,latitude
52,Cobble Hill,Downtown Brooklyn,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Downtown_Brooklyn,-73.99623,40.68654
53,College Point,Bay Terrace,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Bay_Terrace,-73.83897,40.78639
54,Columbia Street,Columbia St,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Columbia_St,-90.09415,30.47565
55,Coney Island,Sea Gate,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Sea_Gate,-73.9707,40.57554
56,Corona,Flushing Meadows Corona Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Flushing_Meadows_Corona_Park,40.7429973,",-73.8682934"
57,Corona,Flushing Meadows Corona Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Flushing_Meadows_Corona_Park,40.7429973,",-73.8682934"
58,Country Club,Throgs Neck,Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Throgs_Neck,-95.71585,37.2563
59,Crotona Park,Van Nest,Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Van Nest,-73.89535,40.84004
60,Crotona Park East,Van Nest,Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Van Nest,-73.89335,40.83653
61,Crown Heights North,Crown Heights,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Crown_Heights,-73.95017,40.67115
62,Crown Heights South,Crown Heights,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Crown_Heights,-73.94223,40.6694
63,Cypress Hills,Bushwick,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Bushwick,-73.87963,40.68369
64,Douglaston,Little Neck,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Little_Neck,-73.74337,40.76402
65,Downtown Brooklyn/MetroTech,Downtown Brooklyn,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Downtown_Brooklyn,-73.98566,40.6931
66,DUMBO/Vinegar Hill,DUMBO,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/DUMBO,-73.98129,40.70276
67,Dyker Heights,Fort Hamilton,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Fort_Hamilton,-74.00958,40.62149
68,East Chelsea,Chelsea,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Chelsea,-74.00137,40.7465
69,East Concourse/Concourse Village,Concourse Village,Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Concourse_Village,-73.91844,40.82559
70,East Elmhurst,Ditmars Steinway,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Ditmars_Steinway,-73.87131,40.77375
71,East Flatbush/Farragut,East Flatbush,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/East_Flatbush,-73.92808,40.63751
72,East Flatbush/Remsen Village,East Flatbush,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/East_Flatbush,-73.92526,40.65836
73,East Flushing,Flushing Meadows Corona Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Flushing_Meadows_Corona_Park,-73.80864,40.75405
74,East Harlem North,East Harlem,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/East_Harlem,-73.93892,40.79574
75,East Harlem South,East Harlem,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/East_Harlem,-73.93892,40.79574
76,East New York,East Flatbush,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/East_Flatbush,-73.87592,40.65905
77,East New York/Pennsylvania Avenue,East Flatbush,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/East_Flatbush,-73.8891,40.65665
78,East Tremont,Tremont,Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Tremont,-73.89097,40.84538
79,East Village,Stuyvesant Town,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Stuyvesant_Town,-73.98153,40.72648
80,East Williamsburg,Williamsburg,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Williamsburg,-73.93165,40.7142
81,Eastchester,Wakefield,Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Wakefield,-73.80956,40.95956
82,Elmhurst,Flushing Meadows Corona Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Flushing_Meadows_Corona_Park,-87.94034,41.89947
83,Elmhurst/Maspeth,Flushing Meadows Corona Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Flushing_Meadows_Corona_Park,-73.8811,40.72927
84,Eltingville/Annadale/Prince's Bay,Prince's Bay,Staten Island,http://nyc.pediacities.com/Resource/Neighborhood/Prince_s_Bay,-74.15629,40.53945
85,Erasmus,East Flatbush,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/East_Flatbush,40.6554478,-73.9785077
86,Far Rockaway,Rockaway Beach,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Rockaway_Beach,-73.74484,40.59989
87,Financial District North,Financial District,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Financial_District,-83.00352,39.97511
88,Financial District South,Financial District,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Financial_District,-74.00828,40.70771
89,Flatbush/Ditmas Park,Flatbush,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Flatbush,-73.9594,40.64149
90,Flatiron,Flatiron District,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Flatiron_District,-73.99035,40.74008
91,Flatlands,Mill Basin,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Mill_Basin,-73.93217,40.62327
92,Flushing,Flushing Meadows Corona Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Flushing_Meadows_Corona_Park,-73.83308,40.7675
93,Flushing Meadows-Corona Park,Flushing Meadows Corona Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Flushing_Meadows_Corona_Park,-73.84078,40.73971
94,Fordham South,Fordham,Bronx,http://nyc.pediacities.com/Resource/Neighborhood/Fordham,-73.89847,40.85927
95,Forest Hills,Forest Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Forest_Park,-73.84485,40.71811
96,Forest Park/Highland Park,Forest Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Forest_Park,-93.315,44.76816
97,Fort Greene,Vinegar Hill,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Vinegar_Hill,-73.97419,40.69206
98,Fresh Meadows,Hollis Hills,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Hollis_Hills,-73.78014,40.73352
99,Freshkills Park,New Springville,Staten Island,http://nyc.pediacities.com/Resource/Neighborhood/New_Springville,-74.18582,40.57724
100,Garment District,Hell's Kitchen,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Hell_s_Kitchen,-71.09285,42.3659
101,Glen Oaks,Little Neck,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Little_Neck,-82.58714,28.45145
102,Glendale,Forest Park,Queens,http://nyc.pediacities.com/Resource/Neighborhood/Forest_Park,-118.25508,34.14251
103,Governor's Island/Ellis Island/Liberty Island,Governors Island,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Governors_Island,-74.0445,40.68925
104,Governor's Island/Ellis Island/Liberty Island,Governors Island,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Governors_Island,-74.0445,40.68925
105,Governor's Island/Ellis Island/Liberty Island,Governors Island,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Governors_Island,-74.0445,40.68925
106,Gowanus,Downtown Brooklyn,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Downtown_Brooklyn,-73.98798,40.67512
107,Gramercy,Flatiron District,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Flatiron_District,-73.98447,40.73678
108,Gravesend,Bensonhurst,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Bensonhurst,-73.97687,40.59186
109,Great Kills,"Bay Terrace, Staten Island",Staten Island,http://nyc.pediacities.com/Resource/Neighborhood/Bay_Terrace_Staten_Island,-74.15629,40.55433
110,Great Kills Park,"Bay Terrace, Staten Island",Staten Island,http://nyc.pediacities.com/Resource/Neighborhood/Bay_Terrace_Staten_Island,-74.12686,40.54876
111,Green-Wood Cemetery,South Slope,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/South_Slope,-73.99406,40.65798
112,Greenpoint,Williamsburg,Brooklyn,http://nyc.pediacities.com/Resource/Neighborhood/Williamsburg,-73.9515,40.73047
113,Greenwich Village North,Greenwich Village,Manhattan,http://nyc.pediacities.com/Resource/Neighborhood/Greenwich_Village,-74.00274,40.73357
